pathogen	state	state_code	country	test_result	2021-12-11	2021-12-18	2021-12-25	2022-01-01	2022-01-08	2022-01-15	2022-01-22	2022-01-29	2022-02-05	2022-02-12	2022-02-19	2022-02-26	2022-03-05	2022-03-12	2022-03-19	2022-03-26	2022-04-02	2022-04-09	2022-04-16	2022-04-23	2022-04-30	2022-05-07	2022-05-14	2022-05-21	2022-05-28	2022-06-04	2022-06-11	2022-06-18	2022-06-25	2022-07-02	2022-07-09	2022-07-16	2022-07-23	2022-07-30	2022-08-06	2022-08-13	2022-08-20	2022-08-27	2022-09-03	2022-09-10	2022-09-17	2022-09-24	2022-10-01	2022-10-08	2022-10-15	2022-10-22	2022-10-29	2022-11-05	2022-11-12	2022-11-19	2022-11-26	2022-12-03	2022-12-10	2022-12-17	2022-12-24	2022-12-31	2023-01-07	2023-01-14	2023-01-21	2023-01-28	2023-02-04
VSR	Bahia	AP	Brazil	1.0	39	12	32	43	333	198	115	140	179	114	65	37	15	27	20	6	15	4	4	3	2	4	3	0	1	6	8	3	3	3	2	0	5	4	3	2	1	2	0	1	1	2	2	1	1	1	3	2	2	2	6	3	2	2	0	0	0	0	1	0	0
VSR	Tocantins	AP	Brazil	1.0	3	5	5	2	18	5	1	0	9	12	4	3	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
BOCA	Pará	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Piauí	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Santa Catarina	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Rondônia	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Minas Gerais	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Goiás	AP	Brazil	1.0	0	0	0	35	347	342	158	131	66	54	50	62	46	25	24	22	10	1	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	12	0
BOCA	Mato Grosso do Sul	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Amazonas	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Roraima	MA	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Alagoas	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Pernambuco	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Mato Grosso	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Sergipe	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Ceará	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Espírito Santo	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	São Paulo	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Rio Grande do Norte	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Distrito Federal	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Paraná	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Rio de Janeiro	AP	Brazil	1.0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Maranhão	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Rio Grande do Sul	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Acre	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Paraíba	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Amapá	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Bahia	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOCA	Tocantins	AP	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLUB	Pará	AP	Brazil	1.0	18	23	25	33	32	72	203	127	64	145	30	19	7	9	8	6	23	6	5	4	14	8	2	4	9	4	7	4	4	8	7	6	4	3	1	4	1	5	2	2	4	3	3	3	1	3	3	2	3	3	5	0	3	1	0	0	3	1	0	0	0
FLUB	Piauí	AP	Brazil	1.0	0	0	0	3	25	11	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FLUB	Santa Catarina	AP	Brazil	1.0	4	6	24	108	410	266	0	0	8	10	8	0	1	1	2	0	3	2	3	4	6	2	7	11	26	11	22	36	35	40	30	58	25	15	14	13	12	9	1	8	6	7	3	3	2	12	22	5	24	12	21	10	14	6	1	0	3	0	0	0	0
FLUB	Rondônia	AP	Brazil	1.0	8	1	4	6	8	11	2	0	6	10	2	4	2	1	1	1	1	0	1	0	1	1	2	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLUB	Minas Gerais	AP	Brazil	1.0	211	237	210	708	2309	4159	3669	1880	1734	760	428	433	210	201	96	16	112	32	4	3	4	7	7	8	15	10	15	8	10	12	4	1	7	4	4	2	1	6	7	9	13	9	11	10	9	15	8	4	1	3	6	7	2	2	0	0	5	0	0	0	0
FLUB	Goiás	AP	Brazil	1.0	60	57	99	623	1141	1545	903	530	606	371	282	224	146	163	157	43	104	33	19	36	47	19	30	39	46	39	50	25	29	20	36	10	14	20	13	14	17	21	16	34	44	131	104	112	55	36	31	22	35	38	61	41	24	26	8	0	6	4	27	21	0
FLUB	Mato Grosso do Sul	AP	Brazil	1.0	10	9	6	20	74	245	339	417	262	228	93	33	6	10	3	0	10	3	1	1	0	0	0	0	6	4	2	4	1	0	4	4	1	3	2	2	2	2	1	0	5	4	2	3	1	1	2	1	1	1	2	3	0	4	0	0	3	0	0	0	0
FLUB	Amazonas	AP	Brazil	1.0	3	11	9	10	14	22	420	59	79	4	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLUB	Roraima	MA	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLUB	Alagoas	AP	Brazil	1.0	0	0	1	19	166	169	0	0	11	2	6	4	0	2	0	0	1	1	0	2	1	4	2	4	1	0	2	5	5	5	2	2	1	2	1	0	1	0	0	0	0	0	1	0	2	1	0	0	0	1	7	1	0	1	0	0	1	1	0	0	0
FLUB	Pernambuco	AP	Brazil	1.0	8	18	10	107	80	76	1	0	3	5	2	3	2	3	2	5	0	0	0	0	1	2	7	2	8	5	6	13	4	1	3	2	2	1	0	0	0	1	1	1	2	2	0	0	0	2	2	3	2	0	2	4	0	0	0	0	0	0	0	0	0
FLUB	Mato Grosso	AP	Brazil	1.0	158	168	134	704	940	1640	2548	1017	795	463	190	175	84	57	57	27	65	9	0	2	2	2	1	1	2	2	3	2	1	3	3	2	1	1	1	1	0	2	1	1	0	0	1	1	0	3	4	0	1	2	3	1	0	3	0	0	0	0	0	0	0
FLUB	Sergipe	AP	Brazil	1.0	0	0	0	5	32	65	0	0	20	3	8	4	2	0	3	0	1	1	1	1	4	3	7	8	4	3	8	11	7	7	2	4	2	1	3	2	2	2	4	2	3	6	1	5	5	4	1	3	4	2	1	2	1	4	0	0	4	0	0	0	0
FLUB	Ceará	AP	Brazil	1.0	0	1	0	84	281	232	0	0	0	1	0	0	0	2	0	0	1	0	1	1	0	0	1	3	2	1	0	1	1	1	1	2	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0
FLUB	Espírito Santo	AP	Brazil	1.0	54	52	17	57	55	110	196	140	101	38	12	14	16	18	9	2	7	3	2	1	2	2	2	0	2	3	2	1	1	1	5	0	0	1	1	0	0	1	1	0	2	0	1	0	0	5	0	2	3	1	2	0	1	0	0	0	0	0	0	0	0
FLUB	São Paulo	AP	Brazil	1.0	1234	1456	1074	3328	9226	13154	11085	3662	2914	2784	1784	1357	566	695	597	259	514	229	67	149	179	262	279	281	336	392	379	319	333	284	274	262	193	166	171	194	197	233	240	264	278	409	461	599	438	492	500	213	571	46	453	320	283	284	5	0	143	118	93	131	0
FLUB	Rio Grande do Norte	AP	Brazil	1.0	0	1	2	1	2	32	0	0	1	2	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	4	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0
FLUB	Distrito Federal	AP	Brazil	1.0	121	68	110	340	420	803	1015	483	585	235	325	190	207	384	247	147	90	35	38	68	99	111	105	129	146	139	189	134	122	81	58	67	52	52	40	44	47	74	65	80	62	29	31	37	64	54	39	33	65	0	77	71	89	90	0	0	52	47	38	40	0
FLUB	Paraná	AP	Brazil	1.0	1	0	43	36	214	267	26	13	47	101	35	49	41	51	30	18	11	11	10	18	38	69	73	84	84	67	103	102	108	120	104	74	46	59	30	38	34	41	54	51	24	34	34	33	32	40	54	19	83	14	115	86	74	44	2	0	28	11	14	19	0
FLUB	Rio de Janeiro	AP	Brazil	1.0	569	311	144	386	938	3097	2097	608	557	241	149	84	67	93	68	48	83	24	7	24	30	62	73	105	78	108	95	77	70	46	54	59	34	45	33	19	31	29	44	47	37	29	34	45	51	58	89	36	167	7	120	64	42	44	1	0	28	25	24	30	0
FLUB	Maranhão	AP	Brazil	1.0	13	4	9	33	62	71	20	0	61	22	9	6	4	3	1	1	2	4	1	0	1	1	2	1	5	2	1	2	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	0	1	1	0	0	0
FLUB	Rio Grande do Sul	AP	Brazil	1.0	0	0	0	11	60	163	1	0	2	2	1	1	0	1	1	0	3	2	2	7	8	8	7	11	13	7	4	2	7	16	5	2	5	1	2	2	3	0	0	1	2	0	1	1	0	1	0	1	0	2	0	2	5	2	0	0	2	2	1	0	0
FLUB	Acre	AP	Brazil	1.0	1	0	3	1	0	3	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLUB	Paraíba	AP	Brazil	1.0	0	0	1	51	98	67	0	0	3	2	1	3	0	2	1	0	1	0	0	1	1	1	0	0	1	2	0	0	1	4	1	0	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0
FLUB	Amapá	AP	Brazil	1.0	1	5	8	33	25	10	0	0	9	9	1	2	0	1	0	0	1	0	0	0	1	3	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLUB	Bahia	AP	Brazil	1.0	39	12	32	43	333	198	115	140	179	114	65	37	15	27	20	6	15	4	4	3	2	4	3	0	1	6	8	3	3	3	2	0	5	4	3	2	1	2	0	1	1	2	2	1	1	1	3	2	2	2	6	3	2	2	0	0	0	0	1	0	0
FLUB	Tocantins	AP	Brazil	1.0	3	5	5	2	18	5	1	0	9	12	4	3	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
FLUA	Pará	AP	Brazil	1.0	18	23	25	33	32	72	203	127	64	145	30	19	7	9	8	6	23	6	5	4	14	8	2	4	9	4	7	4	4	8	7	6	4	3	1	4	1	5	2	2	4	3	3	3	1	3	3	2	3	3	5	0	3	1	0	0	3	1	0	0	0
FLUA	Piauí	AP	Brazil	1.0	0	0	0	3	25	11	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FLUA	Santa Catarina	AP	Brazil	1.0	4	6	24	108	410	266	0	0	8	10	8	0	1	1	2	0	3	2	3	4	6	2	7	11	26	11	22	36	35	40	30	58	25	15	14	13	12	9	1	8	6	7	3	3	2	12	22	5	24	12	21	10	14	6	1	1	3	0	0	0	0
FLUA	Rondônia	AP	Brazil	1.0	8	1	4	6	8	11	2	0	6	10	2	4	2	1	1	1	1	0	1	0	1	1	2	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLUA	Minas Gerais	AP	Brazil	1.0	211	237	210	708	2311	4160	3670	1880	1734	760	428	433	210	201	96	16	112	32	4	3	4	7	7	8	15	10	15	8	10	12	4	1	7	4	4	2	1	6	7	9	13	9	11	10	9	15	8	4	1	3	6	7	2	2	0	1	5	0	0	0	0
FLUA	Goiás	AP	Brazil	1.0	60	57	99	623	1142	1545	903	530	606	371	282	224	146	163	157	43	104	33	19	36	47	19	30	39	46	39	50	25	29	20	36	10	14	20	13	14	17	21	16	34	44	131	104	112	55	36	31	22	35	38	61	41	24	26	8	0	6	4	26	21	0
FLUA	Mato Grosso do Sul	AP	Brazil	1.0	10	9	6	20	74	245	339	417	262	228	93	33	6	10	3	0	10	3	1	1	0	0	0	0	6	4	2	4	1	0	4	4	1	3	2	2	2	2	1	0	5	4	2	3	1	1	2	1	1	1	2	3	0	4	0	0	3	0	0	0	0
FLUA	Amazonas	AP	Brazil	1.0	3	11	9	10	14	22	420	59	79	4	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLUA	Roraima	MA	Brazil	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLUA	Alagoas	AP	Brazil	1.0	0	0	1	19	166	170	0	0	11	2	6	4	0	2	0	0	1	1	0	2	1	4	2	4	1	0	2	5	5	5	2	2	1	2	1	0	1	0	0	0	0	0	1	0	2	1	0	0	0	1	7	1	0	1	0	0	1	1	0	0	0
FLUA	Pernambuco	AP	Brazil	1.0	8	18	10	107	80	76	1	0	3	5	2	3	2	3	2	5	0	0	0	0	1	2	7	2	8	5	6	13	4	1	3	2	2	1	0	0	0	1	1	1	2	2	0	0	0	2	2	3	2	0	2	4	0	0	0	0	0	0	0	0	0
FLUA	Mato Grosso	AP	Brazil	1.0	158	168	134	704	940	1640	2548	1017	795	463	190	175	84	57	57	27	65	9	0	2	2	2	1	1	2	2	3	2	1	3	3	2	1	1	1	1	0	2	1	1	0	0	1	1	0	3	4	0	1	2	3	1	0	3	0	0	0	0	0	0	0
FLUA	Sergipe	AP	Brazil	1.0	0	0	0	5	32	65	0	0	20	3	8	4	2	0	3	0	1	1	1	1	4	3	7	8	4	3	8	11	7	7	2	4	2	1	3	2	2	2	4	2	3	6	1	5	5	4	1	3	4	2	1	2	1	4	0	0	4	0	0	0	0
FLUA	Ceará	AP	Brazil	1.0	0	1	0	84	281	232	0	0	0	1	0	0	0	2	0	0	1	0	1	1	0	0	1	3	2	1	0	1	1	1	1	2	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0
FLUA	Espírito Santo	AP	Brazil	1.0	54	52	17	57	55	110	196	140	101	38	12	14	16	18	9	2	7	3	2	1	2	2	2	0	2	3	2	1	1	1	5	0	0	1	1	0	0	1	1	0	2	0	1	0	0	5	0	2	3	1	2	0	1	0	0	0	0	0	0	0	0
FLUA	São Paulo	AP	Brazil	1.0	1234	1456	1073	3327	9229	13156	11085	3664	2914	2784	1784	1357	566	695	597	259	514	229	67	149	179	262	279	281	336	392	379	319	333	284	274	262	193	166	171	194	197	233	240	264	278	409	461	599	438	492	500	213	571	46	453	320	283	284	5	0	143	118	92	131	0
FLUA	Rio Grande do Norte	AP	Brazil	1.0	0	1	2	1	2	32	0	0	1	2	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	4	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0
FLUA	Distrito Federal	AP	Brazil	1.0	121	68	110	340	420	803	1015	483	585	235	325	190	207	384	247	147	90	35	38	68	99	111	105	129	146	139	189	134	122	81	58	67	52	52	40	44	47	74	65	80	62	29	31	37	64	54	39	33	65	0	77	71	89	90	0	0	52	47	38	40	0
FLUA	Paraná	AP	Brazil	1.0	1	0	43	36	214	267	26	13	47	101	35	49	41	51	30	18	11	11	10	18	38	69	73	84	84	67	103	102	108	120	104	74	46	59	30	38	34	41	54	51	24	34	34	33	32	40	54	19	83	14	115	86	74	44	2	0	28	11	14	19	0
FLUA	Rio de Janeiro	AP	Brazil	1.0	569	311	144	386	938	3097	2097	608	557	241	149	84	67	93	68	48	83	24	7	24	30	62	73	105	78	108	95	77	70	46	54	59	34	45	33	19	31	29	44	47	37	29	34	45	51	58	89	36	167	7	120	64	42	44	1	0	28	25	24	30	0
FLUA	Maranhão	AP	Brazil	1.0	13	4	9	33	62	71	20	0	61	22	9	6	4	3	1	1	2	4	1	0	1	1	2	1	5	2	1	2	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	0	1	1	0	0	0
FLUA	Rio Grande do Sul	AP	Brazil	1.0	0	0	0	11	60	163	1	0	2	2	1	1	0	1	1	0	3	2	2	7	8	8	7	11	13	7	4	2	7	16	5	2	5	1	2	2	3	0	0	1	2	0	1	1	0	1	0	1	0	2	0	2	5	2	0	0	2	2	1	0	0
FLUA	Acre	AP	Brazil	1.0	1	0	3	1	0	3	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLUA	Paraíba	AP	Brazil	1.0	0	0	1	51	98	67	0	0	3	2	1	3	0	2	1	0	1	0	0	1	1	1	0	0	1	2	0	0	1	4	1	0	4	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0
